"timestamp","grid_id","lat","lng"
"2008-10-28 00:26:07","1221","39.979510000000005","116.34351000000001"
"2008-10-28 00:27:17","1220","39.979510000000005","116.33451"
"2008-10-28 00:31:17","1221","39.979510000000005","116.34351000000001"
"2008-10-28 00:32:02","1220","39.979510000000005","116.33451"
"2008-10-28 00:32:07","1221","39.979510000000005","116.34351000000001"
"2008-10-28 00:32:37","1220","39.979510000000005","116.33451"
"2008-10-28 00:33:12","1221","39.979510000000005","116.34351000000001"
"2008-10-28 00:41:27","1271","39.970510000000004","116.34351000000001"
"2008-10-28 00:41:32","1221","39.979510000000005","116.34351000000001"
"2008-10-28 00:43:32","1271","39.970510000000004","116.34351000000001"
"2008-10-28 00:43:37","1221","39.979510000000005","116.34351000000001"
"2008-10-28 00:43:47","1271","39.970510000000004","116.34351000000001"
"2008-10-28 00:44:07","1270","39.970510000000004","116.33451"
"2008-10-28 00:44:42","1220","39.979510000000005","116.33451"
"2008-10-28 00:49:37","1219","39.979510000000005","116.32551000000001"
"2008-10-28 00:53:47","1169","39.988510000000005","116.32551000000001"
"2008-10-28 00:55:47","1168","39.988510000000005","116.31651"
"2008-10-28 00:57:57","1167","39.988510000000005","116.30751000000001"
"2008-10-28 01:01:07","1217","39.979510000000005","116.30751000000001"
"2008-10-28 01:01:27","1167","39.988510000000005","116.30751000000001"
"2008-10-28 01:02:02","1217","39.979510000000005","116.30751000000001"
"2008-10-28 01:02:07","1167","39.988510000000005","116.30751000000001"
"2008-10-28 01:02:47","1166","39.988510000000005","116.29851"
"2008-10-28 01:03:27","1216","39.979510000000005","116.29851"
"2008-10-28 01:03:42","1166","39.988510000000005","116.29851"
"2008-10-28 01:03:47","1216","39.979510000000005","116.29851"
"2008-10-28 01:04:42","1166","39.988510000000005","116.29851"
"2008-10-28 01:05:57","1216","39.979510000000005","116.29851"
"2008-10-28 01:06:32","1166","39.988510000000005","116.29851"
"2008-10-28 01:08:12","1216","39.979510000000005","116.29851"
"2008-10-28 01:08:22","1166","39.988510000000005","116.29851"
"2008-10-28 01:09:22","1165","39.988510000000005","116.28951"
"2008-10-28 01:09:32","1215","39.979510000000005","116.28951"
"2008-10-28 01:10:57","1214","39.979510000000005","116.28050999999999"
"2008-10-28 01:11:57","1264","39.970510000000004","116.28050999999999"
"2008-10-28 01:12:37","1263","39.970510000000004","116.27151"
"2008-10-28 01:14:07","1262","39.970510000000004","116.26250999999999"
"2008-10-28 01:14:12","1263","39.970510000000004","116.27151"
"2008-10-28 01:14:42","1313","39.961510000000004","116.27151"
"2008-10-28 01:17:22","1363","39.952510000000004","116.27151"
"2008-10-28 01:18:57","1413","39.94351","116.27151"
"2008-10-28 01:23:52","1463","39.93451","116.27151"
"2008-10-28 01:25:22","1513","39.92551","116.27151"
"2008-10-28 01:28:07","1563","39.91651","116.27151"
"2008-10-28 01:30:42","1613","39.90751","116.27151"
"2008-10-28 01:36:57","1663","39.89851","116.27151"
"2008-10-28 01:38:37","1662","39.89851","116.26250999999999"
