"timestamp","grid_id","lat","lng"
"2008-08-01 02:35:00","4639","39.99076000000001","116.32775999999998"
"2008-08-01 02:40:00","4640","39.99076000000001","116.33225999999999"
"2008-08-01 02:45:00","4640","39.99076000000001","116.33225999999999"
"2008-08-01 02:50:00","4037","40.01776000000001","116.31876"
"2008-08-01 02:55:00","3333","40.049260000000004","116.30076"
"2008-08-01 03:00:00","2836","40.07176000000001","116.31425999999999"
"2008-08-01 03:05:00","2944","40.067260000000005","116.35025999999999"
"2008-08-01 03:10:00","3254","40.05376000000001","116.39525999999998"
"2008-08-01 03:15:00","3561","40.04026","116.42676"
"2008-08-01 03:20:00","4265","40.00876000000001","116.44476"
"2008-08-01 03:25:00","4962","39.97726","116.43125999999998"
"2008-08-01 03:30:00","5461","39.95476000000001","116.42676"
"2008-08-01 03:35:00","5561","39.95026","116.42676"
"2008-08-01 04:05:00","4279","40.00876000000001","116.50775999999999"
"2008-08-01 04:10:00","3698","40.03576000000001","116.59325999999999"
"2008-08-01 04:15:00","3699","40.03576000000001","116.59776"
"2008-08-01 04:20:00","3699","40.03576000000001","116.59776"
"2008-08-01 04:25:00","3599","40.04026","116.59776"
