"grid_id","lat","lng","lat_min","lng_min","lat_max","lng_max"
"0","40.19776","116.15225999999998","40.195510000000006","116.15001","40.200010000000006","116.15450999999999"
"1","40.19776","116.15675999999999","40.195510000000006","116.15450999999999","40.200010000000006","116.15901"
"2","40.19776","116.16126","40.195510000000006","116.15901","40.200010000000006","116.16351"
"3","40.19776","116.16575999999998","40.195510000000006","116.16350999999999","40.200010000000006","116.16800999999998"
"4","40.19776","116.17025999999998","40.195510000000006","116.16801","40.200010000000006","116.17250999999999"
"5","40.19776","116.17475999999999","40.195510000000006","116.17250999999999","40.200010000000006","116.17701"
"6","40.19776","116.17926","40.195510000000006","116.17701","40.200010000000006","116.18151"
"7","40.19776","116.18375999999998","40.195510000000006","116.18150999999999","40.200010000000006","116.18600999999998"
"8","40.19776","116.18825999999999","40.195510000000006","116.18601","40.200010000000006","116.19050999999999"
"9","40.19776","116.19275999999999","40.195510000000006","116.19050999999999","40.200010000000006","116.19501"
"10","40.19776","116.19726","40.195510000000006","116.19501","40.200010000000006","116.19951"
"11","40.19776","116.20175999999998","40.195510000000006","116.19950999999999","40.200010000000006","116.20400999999998"
"12","40.19776","116.20625999999999","40.195510000000006","116.20401","40.200010000000006","116.20850999999999"
"13","40.19776","116.21076","40.195510000000006","116.20850999999999","40.200010000000006","116.21301"
"14","40.19776","116.21526","40.195510000000006","116.21301","40.200010000000006","116.21751"
"15","40.19776","116.21975999999998","40.195510000000006","116.21750999999999","40.200010000000006","116.22200999999998"
"16","40.19776","116.22425999999999","40.195510000000006","116.22201","40.200010000000006","116.22650999999999"
"17","40.19776","116.22876","40.195510000000006","116.22650999999999","40.200010000000006","116.23101"
"18","40.19776","116.23326","40.195510000000006","116.23101","40.200010000000006","116.23551"
"19","40.19776","116.23775999999998","40.195510000000006","116.23550999999999","40.200010000000006","116.24000999999998"
"20","40.19776","116.24225999999999","40.195510000000006","116.24001","40.200010000000006","116.24450999999999"
"21","40.19776","116.24676","40.195510000000006","116.24450999999999","40.200010000000006","116.24901"
"22","40.19776","116.25126","40.195510000000006","116.24901","40.200010000000006","116.25351"
"23","40.19776","116.25575999999998","40.195510000000006","116.25350999999999","40.200010000000006","116.25800999999998"
"24","40.19776","116.26025999999999","40.195510000000006","116.25801","40.200010000000006","116.26250999999999"
"25","40.19776","116.26476","40.195510000000006","116.26250999999999","40.200010000000006","116.26701"
"26","40.19776","116.26926","40.195510000000006","116.26701","40.200010000000006","116.27151"
"27","40.19776","116.27375999999998","40.195510000000006","116.27150999999999","40.200010000000006","116.27600999999999"
"28","40.19776","116.27825999999999","40.195510000000006","116.27601","40.200010000000006","116.28050999999999"
"29","40.19776","116.28276","40.195510000000006","116.28050999999999","40.200010000000006","116.28501"
"30","40.19776","116.28726","40.195510000000006","116.28501","40.200010000000006","116.28951"
"31","40.19776","116.29175999999998","40.195510000000006","116.28950999999999","40.200010000000006","116.29400999999999"
"32","40.19776","116.29625999999999","40.195510000000006","116.29401","40.200010000000006","116.29851"
"33","40.19776","116.30076","40.195510000000006","116.29851","40.200010000000006","116.30301"
"34","40.19776","116.30526","40.195510000000006","116.30301","40.200010000000006","116.30751000000001"
"35","40.19776","116.30975999999998","40.195510000000006","116.30751","40.200010000000006","116.31200999999999"
"36","40.19776","116.31425999999999","40.195510000000006","116.31201","40.200010000000006","116.31651"
"37","40.19776","116.31876","40.195510000000006","116.31651","40.200010000000006","116.32101"
"38","40.19776","116.32326","40.195510000000006","116.32101","40.200010000000006","116.32551000000001"
"39","40.19776","116.32775999999998","40.195510000000006","116.32551","40.200010000000006","116.33000999999999"
"40","40.19776","116.33225999999999","40.195510000000006","116.33001","40.200010000000006","116.33451"
"41","40.19776","116.33676","40.195510000000006","116.33451","40.200010000000006","116.33901"
"42","40.19776","116.34126","40.195510000000006","116.33901","40.200010000000006","116.34351000000001"
"43","40.19776","116.34575999999998","40.195510000000006","116.34351","40.200010000000006","116.34800999999999"
"44","40.19776","116.35025999999999","40.195510000000006","116.34801","40.200010000000006","116.35251"
"45","40.19776","116.35476","40.195510000000006","116.35251","40.200010000000006","116.35701"
"46","40.19776","116.35926","40.195510000000006","116.35701","40.200010000000006","116.36151000000001"
"47","40.19776","116.36375999999998","40.195510000000006","116.36151","40.200010000000006","116.36600999999999"
"48","40.19776","116.36825999999999","40.195510000000006","116.36601","40.200010000000006","116.37051"
"49","40.19776","116.37276","40.195510000000006","116.37051","40.200010000000006","116.37501"
"50","40.19776","116.37726","40.195510000000006","116.37501","40.200010000000006","116.37951000000001"
"51","40.19776","116.38175999999999","40.195510000000006","116.37951","40.200010000000006","116.38400999999999"
"52","40.19776","116.38626","40.195510000000006","116.38400999999999","40.200010000000006","116.38851"
"53","40.19776","116.39076","40.195510000000006","116.38851","40.200010000000006","116.39301"
