"timestamp","grid_id","lat","lng"
"2008-08-01 02:35:00","284","39.993010000000005","116.32101"
"2008-08-01 02:40:00","285","39.993010000000005","116.33901"
"2008-08-01 02:45:00","285","39.993010000000005","116.33901"
"2008-08-01 02:50:00","259","40.011010000000006","116.32101"
"2008-08-01 02:55:00","208","40.04701000000001","116.30301"
"2008-08-01 03:00:00","184","40.06501000000001","116.32101"
"2008-08-01 03:05:00","186","40.06501000000001","116.35701"
"2008-08-01 03:10:00","213","40.04701000000001","116.39300999999999"
"2008-08-01 03:15:00","215","40.04701000000001","116.42900999999999"
"2008-08-01 03:20:00","266","40.011010000000006","116.44700999999999"
"2008-08-01 03:25:00","315","39.975010000000005","116.42900999999999"
"2008-08-01 03:30:00","340","39.957010000000004","116.42900999999999"
"2008-08-01 03:35:00","340","39.957010000000004","116.42900999999999"
"2008-08-01 04:05:00","269","40.011010000000006","116.50101"
"2008-08-01 04:10:00","249","40.02901000000001","116.59101"
"2008-08-01 04:15:00","249","40.02901000000001","116.59101"
"2008-08-01 04:20:00","249","40.02901000000001","116.59101"
"2008-08-01 04:25:00","224","40.04701000000001","116.59101"
