"timestamp","grid_id","lat","lng"
"2008-05-01 01:13:35","310","39.975010000000005","116.33901"
"2008-05-01 01:43:58","309","39.975010000000005","116.32101"
"2008-05-01 01:46:04","310","39.975010000000005","116.33901"
"2008-05-01 02:38:29","309","39.975010000000005","116.32101"
"2008-05-01 02:40:37","310","39.975010000000005","116.33901"
"2008-05-01 02:43:29","335","39.957010000000004","116.33901"
"2008-05-01 02:43:34","310","39.975010000000005","116.33901"
"2008-05-01 02:43:39","335","39.957010000000004","116.33901"
"2008-05-01 02:44:33","310","39.975010000000005","116.33901"
"2008-05-01 03:13:49","335","39.957010000000004","116.33901"
"2008-05-01 03:14:35","310","39.975010000000005","116.33901"
"2008-05-01 03:28:23","309","39.975010000000005","116.32101"
"2008-05-01 03:29:50","334","39.957010000000004","116.32101"
"2008-05-01 03:30:32","333","39.957010000000004","116.30301"
"2008-05-01 03:34:55","358","39.93901","116.30301"
"2008-05-01 03:42:12","383","39.92101","116.30301"
"2008-05-01 03:54:50","408","39.90301","116.30301"
"2008-05-01 03:58:37","409","39.90301","116.32101"
"2008-05-01 04:17:04","434","39.88501","116.32101"
"2008-05-01 04:17:12","409","39.90301","116.32101"
"2008-05-01 04:17:14","434","39.88501","116.32101"
"2008-05-01 04:32:01","433","39.88501","116.30301"
"2008-05-01 04:32:33","408","39.90301","116.30301"
"2008-05-01 04:33:07","433","39.88501","116.30301"
"2008-05-01 04:34:34","432","39.88501","116.28501"
"2008-05-01 04:35:25","407","39.90301","116.28501"
"2008-05-01 04:35:56","406","39.90301","116.26701"
"2008-05-01 04:36:58","405","39.90301","116.24901"
"2008-05-01 04:37:53","404","39.90301","116.23101"
"2008-05-01 04:38:48","403","39.90301","116.21301"
"2008-05-01 04:39:16","428","39.88501","116.21301"
"2008-05-01 04:39:49","427","39.88501","116.19501"
"2008-05-01 04:40:55","426","39.88501","116.17701"
"2008-05-01 04:42:14","425","39.88501","116.15901"
"2008-05-01 04:42:20","450","39.86701000000001","116.15901"
"2008-05-01 04:42:56","451","39.86701000000001","116.17701"
"2008-05-01 04:43:25","476","39.84901000000001","116.17701"
"2008-05-01 04:44:03","475","39.84901000000001","116.15901"
"2008-05-01 04:44:36","500","39.831010000000006","116.15901"
"2008-05-01 04:45:38","525","39.813010000000006","116.15901"
"2008-05-01 04:46:21","526","39.813010000000006","116.17701"
"2008-05-01 04:46:53","551","39.795010000000005","116.17701"
"2008-05-01 04:47:21","552","39.795010000000005","116.19501"
"2008-05-01 04:48:22","577","39.777010000000004","116.19501"
"2008-05-01 04:48:24","576","39.777010000000004","116.17701"
"2008-05-01 04:49:28","601","39.75901","116.17701"
"2008-05-01 04:49:49","600","39.75901","116.15901"
