"state_no_vec","z","z_true","pr_post"
"284 310","10 12","310","0.2274 0.7726"
"283 285 307 309","6 13","309","0.0266 0.0400 0.0362 0.8972"
"282 284 306 307 308 309 310","14 13","309","0.0047 0.2205 0.0095 0.0060 0.0157 0.0148 0.7288"
"257 283 284 285 305 306 307 308 309 310","9 14","284","0.0018 0.0411 0.0094 0.0617 0.0046 0.0032 0.0390 0.0032 0.8269 0.0089"
"256 258 282 283 284 285 304 305 306 307 308 309 310","11 10","283","0.0008 0.0011 0.0132 0.0029 0.4989 0.0056 0.0012 0.0009 0.0145 0.0125 0.0165 0.0273 0.4046"
"255 257 282 283 284 285 304 305 306 307 308 309 310","0 7","307","0.0009 0.0288 0.0013 0.1932 0.0312 0.2524 0.0004 0.0061 0.0055 0.0648 0.0051 0.3964 0.0139"
"256 257 258 280 282 283 284 285 304 305 306 307 308 309 310","37 16","306","0.0068 0.0007 0.0095 0.0005 0.0425 0.0069 0.3013 0.0145 0.0015 0.0016 0.0234 0.0558 0.0298 0.1142 0.3910"
"255 256 257 258 277 278 280 282 283 284 285 304 305 306 307 308 309 310","-2 8","305","0.0072 0.0007 0.0814 0.0006 0.0007 0.0007 0.0006 0.0031 0.1178 0.0820 0.1327 0.0009 0.0133 0.0312 0.0586 0.0262 0.3889 0.0534"
"256 257 258 277 278 279 280 282 283 284 285 304 305 306 307 308 309 310","0 7","304","0.0801 0.0063 0.0678 0.0007 0.0008 0.0007 0.0109 0.0509 0.0287 0.2959 0.0355 0.0060 0.0143 0.0321 0.0594 0.0251 0.0964 0.1885"
"255 256 257 258 277 278 279 280 281 282 283 284 285 304 305 306 307 308 309 310","10 12","278","0.0198 0.0016 0.0451 0.0016 0.0011 0.0013 0.0028 0.0013 0.0030 0.0078 0.1245 0.0628 0.1037 0.0070 0.0215 0.0410 0.0827 0.0396 0.3438 0.0881"
"255 256 257 258 277 278 279 280 282 283 284 285 304 305 306 307 308 309 310","15 11","277","0.0005 0.0163 0.0060 0.0173 0.0010 0.0017 0.0006 0.0150 0.0355 0.0189 0.2729 0.0324 0.0067 0.0144 0.0376 0.0580 0.0383 0.1589 0.2682"
"255 256 257 258 277 278 279 280 281 282 283 284 285 304 305 306 307 308 309 310","1 9","310","0.0174 0.0058 0.0775 0.0049 0.0033 0.0034 0.0079 0.0033 0.0070 0.0085 0.1176 0.1205 0.1205 0.0066 0.0217 0.0308 0.0545 0.0246 0.2867 0.0777"
"255 256 257 258 276 277 278 279 280 281 282 283 284 285 304 305 306 307 308 309 310","-8 14","277","0.0026 0.0368 0.0083 0.0255 0.0020 0.0048 0.0087 0.0032 0.0260 0.0012 0.0385 0.0349 0.1761 0.0376 0.0253 0.0293 0.0558 0.0952 0.0327 0.1599 0.1958"
"255 256 257 258 276 277 278 279 280 281 282 283 284 285 301 304 305 306 307 308 309 310","-1 8","276","0.0357 0.0096 0.0946 0.0064 0.0026 0.0174 0.0158 0.0187 0.0143 0.0114 0.0142 0.0859 0.1170 0.0733 0.0010 0.0171 0.0419 0.0605 0.0581 0.0396 0.1926 0.0723"
"255 256 257 258 276 277 278 279 280 281 282 283 284 285 301 303 304 305 306 307 308 309 310","-24 7","301","0.0070 0.0763 0.0221 0.0492 0.0133 0.0217 0.0324 0.0173 0.0668 0.0062 0.0333 0.0414 0.1475 0.0418 0.0019 0.0036 0.0348 0.0417 0.0492 0.0688 0.0245 0.1041 0.0951"
"255 256 257 258 276 277 278 279 280 281 282 283 284 285 301 303 304 305 306 307 308 309 310","-7 15","276","0.0233 0.0105 0.0437 0.0068 0.0092 0.0322 0.0255 0.0355 0.0216 0.0224 0.0139 0.0849 0.0732 0.0490 0.0110 0.0060 0.0531 0.0814 0.0739 0.0726 0.0384 0.1449 0.0667"
"255 256 257 258 276 277 278 279 280 281 282 283 284 285 301 303 304 305 306 307 308 309 310","0 8","301","0.0097 0.0755 0.0303 0.0319 0.0294 0.0461 0.0557 0.0235 0.0655 0.0090 0.0328 0.0297 0.1275 0.0289 0.0038 0.0044 0.0473 0.0471 0.0631 0.0621 0.0287 0.0824 0.0655"
"255 256 257 258 276 277 278 279 280 281 282 283 284 285 301 303 304 305 306 307 308 309 310","48 15","276","0.0254 0.0176 0.0554 0.0128 0.0106 0.0329 0.0295 0.0340 0.0253 0.0210 0.0106 0.0788 0.0878 0.0735 0.0081 0.0053 0.0328 0.0562 0.0526 0.0643 0.0374 0.1449 0.0833"
"255 256 257 258 276 277 278 279 280 281 282 283 284 285 301 303 304 305 306 307 308 309 310","-15 6","277","0.0151 0.0777 0.0286 0.0379 0.0329 0.0488 0.0532 0.0277 0.0569 0.0099 0.0285 0.0381 0.1246 0.0324 0.0067 0.0059 0.0456 0.0400 0.0520 0.0520 0.0238 0.0951 0.0665"
"255 256 257 258 276 277 278 279 280 281 282 283 284 285 301 303 304 305 306 307 308 309 310","7 10","278","0.0478 0.0321 0.0919 0.0195 0.0189 0.0507 0.0455 0.0445 0.0434 0.0237 0.0159 0.0918 0.0960 0.0611 0.0116 0.0062 0.0302 0.0427 0.0348 0.0428 0.0197 0.0811 0.0482"
"255 256 257 258 276 277 278 279 280 281 282 283 284 285 301 303 304 305 306 307 308 309 310","16 17","304","0.0082 0.0357 0.0164 0.0236 0.0237 0.0350 0.0404 0.0276 0.0594 0.0122 0.0259 0.0397 0.0819 0.0348 0.0107 0.0112 0.0632 0.0550 0.0596 0.0861 0.0298 0.1285 0.0912"
"255 256 257 258 276 277 278 279 280 281 282 283 284 285 301 303 304 305 306 307 308 309 310","5 15","280","0.0084 0.0096 0.0205 0.0038 0.0173 0.0425 0.0328 0.0278 0.0257 0.0153 0.0102 0.0363 0.0748 0.0271 0.0151 0.0074 0.0570 0.0833 0.0898 0.0697 0.0548 0.1649 0.1057"
"255 256 257 258 276 277 278 279 280 281 282 283 284 285 301 303 304 305 306 307 308 309 310","-2 9","305","0.0084 0.0399 0.0210 0.0128 0.0482 0.0715 0.0682 0.0306 0.0417 0.0104 0.0136 0.0262 0.1170 0.0285 0.0086 0.0071 0.0574 0.0650 0.0680 0.0557 0.0266 0.1079 0.0658"
"255 256 257 258 276 277 278 279 280 281 282 283 284 285 301 303 304 305 306 307 308 309 310","15 13","306","0.0114 0.0129 0.0211 0.0066 0.0186 0.0449 0.0402 0.0296 0.0256 0.0117 0.0079 0.0453 0.0826 0.0521 0.0184 0.0108 0.0552 0.0659 0.0690 0.0734 0.0372 0.1516 0.1080"
"255 256 257 258 276 277 278 279 280 281 282 283 284 285 301 303 304 305 306 307 308 309 310","15 15","307","0.0030 0.0105 0.0068 0.0050 0.0208 0.0336 0.0335 0.0192 0.0274 0.0067 0.0118 0.0236 0.0923 0.0276 0.0079 0.0074 0.0542 0.0655 0.0866 0.0789 0.0471 0.2001 0.1305"
"255 256 257 258 276 277 278 279 280 281 282 283 284 285 301 303 304 305 306 307 308 309 310","5 12","308","0.0025 0.0048 0.0082 0.0016 0.0142 0.0354 0.0290 0.0178 0.0182 0.0072 0.0062 0.0248 0.1024 0.0313 0.0104 0.0066 0.0583 0.0859 0.0941 0.0838 0.0470 0.1920 0.1184"
"255 256 257 258 276 277 278 279 280 281 282 283 284 285 301 303 304 305 306 307 308 309 310","6 10","284","0.0042 0.0208 0.0154 0.0066 0.0245 0.0483 0.0506 0.0238 0.0310 0.0082 0.0111 0.0416 0.1596 0.0508 0.0058 0.0048 0.0447 0.0553 0.0694 0.0571 0.0342 0.1364 0.0957"
"255 256 257 258 276 277 278 279 280 281 282 283 284 285 301 303 304 305 306 307 308 309 310","13 12","309","0.0060 0.0099 0.0145 0.0056 0.0117 0.0290 0.0289 0.0222 0.0183 0.0088 0.0127 0.0517 0.1160 0.0789 0.0065 0.0054 0.0341 0.0469 0.0524 0.0743 0.0332 0.1984 0.1348"
"255 256 257 258 276 277 278 279 280 281 282 283 284 285 301 303 304 305 306 307 308 309 310","31 17","310","0.0024 0.0086 0.0102 0.0045 0.0080 0.0168 0.0176 0.0110 0.0148 0.0045 0.0135 0.0329 0.1361 0.0492 0.0039 0.0038 0.0311 0.0375 0.0600 0.0642 0.0429 0.2424 0.1840"
